HS code,description_EN,unit,year,number
72,iron and steel,aed,2008,"1,439,102,662"
72,iron and steel,kg,2008,"1,248,411,686"
72,iron and steel,aed,2009,"1,544,247,833"
72,iron and steel,kg,2009,"1,334,224,592"
72,iron and steel,aed,2010,"2,115,915,401"
72,iron and steel,kg,2010,"1,556,561,257"
72,iron and steel,aed,2011,"2,829,619,682"
72,iron and steel,kg,2011,"1,772,542,599"
72,iron and steel,aed,2012,"4,521,719,329"
72,iron and steel,kg,2012,"2,373,248,206"
72,iron and steel,aed,2013,"5,348,541,240"
72,iron and steel,kg,2013,"2,804,439,263"
72,iron and steel,aed,2014,"5,157,427,307"
72,iron and steel,kg,2014,"2,738,444,838"
72,iron and steel,aed,2015,"4,545,395,466"
72,iron and steel,kg,2015,"2,664,679,445"
72,iron and steel,aed,2016,"4,101,251,158"
72,iron and steel,kg,2016,"3,030,543,028"
73,articles of iron or steel,aed,2008,"1,167,019,054"
73,articles of iron or steel,kg,2008,"267,370,562"
73,articles of iron or steel,aed,2009,"4,061,390,515"
73,articles of iron or steel,kg,2009,"202,245,729"
73,articles of iron or steel,aed,2010,"1,402,816,945"
73,articles of iron or steel,kg,2010,"255,393,949"
73,articles of iron or steel,aed,2011,"1,828,455,687"
73,articles of iron or steel,kg,2011,"328,644,460"
73,articles of iron or steel,aed,2012,"2,465,537,944"
73,articles of iron or steel,kg,2012,"585,793,693"
73,articles of iron or steel,aed,2013,"2,759,342,128"
73,articles of iron or steel,kg,2013,"459,060,495"
73,articles of iron or steel,aed,2014,"3,831,101,201"
73,articles of iron or steel,kg,2014,"809,411,208"
73,articles of iron or steel,aed,2015,"3,409,195,818"
73,articles of iron or steel,kg,2015,"824,419,780"
73,articles of iron or steel,aed,2016,"3,111,591,582"
73,articles of iron or steel,kg,2016,"734,013,950"
74,copper and articles thereof,aed,2008,"482,194,261"
74,copper and articles thereof,kg,2008,"54,712,492"
74,copper and articles thereof,aed,2009,"889,405,706"
74,copper and articles thereof,kg,2009,"84,549,840"
74,copper and articles thereof,aed,2010,"1,809,451,126"
74,copper and articles thereof,kg,2010,"121,036,387"
74,copper and articles thereof,aed,2011,"2,494,999,702"
74,copper and articles thereof,kg,2011,"142,197,801"
74,copper and articles thereof,aed,2012,"3,337,486,462"
74,copper and articles thereof,kg,2012,"175,882,487"
74,copper and articles thereof,aed,2013,"5,834,218,496"
74,copper and articles thereof,kg,2013,"281,208,125"
74,copper and articles thereof,aed,2014,"5,258,850,277"
74,copper and articles thereof,kg,2014,"264,544,643"
74,copper and articles thereof,aed,2015,"3,835,200,876"
74,copper and articles thereof,kg,2015,"235,172,111"
74,copper and articles thereof,aed,2016,"4,442,666,376"
74,copper and articles thereof,kg,2016,"285,052,645"
75,nickel and articles thereof,aed,2008,"9,149,088"
75,nickel and articles thereof,kg,2008,"1,220,740"
75,nickel and articles thereof,aed,2009,"5,286,502"
75,nickel and articles thereof,kg,2009,"460,600"
75,nickel and articles thereof,aed,2010,"4,272,632"
75,nickel and articles thereof,kg,2010,"497,813"
75,nickel and articles thereof,aed,2011,"12,114,748"
75,nickel and articles thereof,kg,2011,"5,181,997"
75,nickel and articles thereof,aed,2012,"40,095,321"
75,nickel and articles thereof,kg,2012,"3,557,285"
75,nickel and articles thereof,aed,2013,"59,437,561"
75,nickel and articles thereof,kg,2013,"3,136,085"
75,nickel and articles thereof,aed,2014,"24,945,404"
75,nickel and articles thereof,kg,2014,"2,612,248"
75,nickel and articles thereof,aed,2015,"9,819,631"
75,nickel and articles thereof,kg,2015,"2,230,695"
75,nickel and articles thereof,aed,2016,"12,909,364"
75,nickel and articles thereof,kg,2016,"8,587,862"
76,aluminium and articles thereof,aed,2008,"1,978,835,802"
76,aluminium and articles thereof,kg,2008,"226,848,830"
76,aluminium and articles thereof,aed,2009,"1,391,318,535"
76,aluminium and articles thereof,kg,2009,"211,452,751"
76,aluminium and articles thereof,aed,2010,"2,135,646,249"
76,aluminium and articles thereof,kg,2010,"297,733,120"
76,aluminium and articles thereof,aed,2011,"3,620,722,556"
76,aluminium and articles thereof,kg,2011,"426,075,254"
76,aluminium and articles thereof,aed,2012,"6,622,807,033"
76,aluminium and articles thereof,kg,2012,"854,984,546"
76,aluminium and articles thereof,aed,2013,"7,380,303,865"
76,aluminium and articles thereof,kg,2013,"925,099,733"
76,aluminium and articles thereof,aed,2014,"15,082,319,645"
76,aluminium and articles thereof,kg,2014,"1,766,069,945"
76,aluminium and articles thereof,aed,2015,"18,941,169,904"
76,aluminium and articles thereof,kg,2015,"2,317,987,102"
76,aluminium and articles thereof,aed,2016,"18,342,648,822"
76,aluminium and articles thereof,kg,2016,"2,711,096,095"
77,chapter 77,aed,2008,0
77,chapter 77,kg,2008,0
77,chapter 77,aed,2009,0
77,chapter 77,kg,2009,0
77,chapter 77,aed,2010,0
77,chapter 77,kg,2010,0
78,lead and articles thereof,aed,2008,"9,448,388"
78,lead and articles thereof,kg,2008,"5,212,394"
78,lead and articles thereof,aed,2009,"11,501,798"
78,lead and articles thereof,kg,2009,"5,967,331"
78,lead and articles thereof,aed,2010,"32,597,015"
78,lead and articles thereof,kg,2010,"14,469,266"
78,lead and articles thereof,aed,2011,"43,175,796"
78,lead and articles thereof,kg,2011,"13,404,827"
78,lead and articles thereof,aed,2012,"49,749,002"
78,lead and articles thereof,kg,2012,"14,818,706"
78,lead and articles thereof,aed,2013,"88,724,910"
78,lead and articles thereof,kg,2013,"22,809,138"
78,lead and articles thereof,aed,2014,"120,178,295"
78,lead and articles thereof,kg,2014,"30,439,921"
78,lead and articles thereof,aed,2015,"84,237,060"
78,lead and articles thereof,kg,2015,"25,394,817"
78,lead and articles thereof,aed,2016,"96,075,291"
78,lead and articles thereof,kg,2016,"34,976,691"
79,zinc and articles thereof,aed,2008,"38,436,391"
79,zinc and articles thereof,kg,2008,"6,091,081"
79,zinc and articles thereof,aed,2009,"19,495,607"
79,zinc and articles thereof,kg,2009,"6,031,540"
79,zinc and articles thereof,aed,2010,"27,440,994"
79,zinc and articles thereof,kg,2010,"5,505,642"
79,zinc and articles thereof,aed,2011,"18,200,805"
79,zinc and articles thereof,kg,2011,"5,093,849"
79,zinc and articles thereof,aed,2012,"33,382,119"
79,zinc and articles thereof,kg,2012,"7,325,780"
79,zinc and articles thereof,aed,2013,"34,110,535"
79,zinc and articles thereof,kg,2013,"6,118,237"
79,zinc and articles thereof,aed,2014,"180,681,549"
79,zinc and articles thereof,kg,2014,"18,928,012"
79,zinc and articles thereof,aed,2015,"233,253,236"
79,zinc and articles thereof,kg,2015,"19,500,070"
79,zinc and articles thereof,aed,2016,"202,439,926"
79,zinc and articles thereof,kg,2016,"15,866,652"
80,tin and artilces thereof,aed,2008,"1,302,061"
80,tin and artilces thereof,kg,2008,"556,905"
80,tin and artilces thereof,aed,2009,"1,409,156"
80,tin and artilces thereof,kg,2009,"251,192"
80,tin and artilces thereof,aed,2010,"91,726"
80,tin and artilces thereof,kg,2010,"30,000"
80,tin and artilces thereof,aed,2011,"634,373"
80,tin and artilces thereof,kg,2011,"245,339"
80,tin and artilces thereof,aed,2012,"198,974"
80,tin and artilces thereof,kg,2012,"23,288"
80,tin and artilces thereof,aed,2013,"2,362,923"
80,tin and artilces thereof,kg,2013,"145,088"
80,tin and artilces thereof,aed,2014,"21,683,043"
80,tin and artilces thereof,kg,2014,"1,075,903"
80,tin and artilces thereof,aed,2015,"9,301,343"
80,tin and artilces thereof,kg,2015,"539,931"
80,tin and artilces thereof,aed,2016,"5,432,090"
80,tin and artilces thereof,kg,2016,"155,567"
81,other base metals; cermets; articles thereof,aed,2008,"1,295,731"
81,other base metals; cermets; articles thereof,kg,2008,"1,278,634"
81,other base metals; cermets; articles thereof,aed,2009,"1,221,365"
81,other base metals; cermets; articles thereof,kg,2009,"1,178,075"
81,other base metals; cermets; articles thereof,aed,2010,"1,746,325"
81,other base metals; cermets; articles thereof,kg,2010,"981,460"
81,other base metals; cermets; articles thereof,aed,2011,"3,884,978"
81,other base metals; cermets; articles thereof,kg,2011,"1,886,638"
81,other base metals; cermets; articles thereof,aed,2012,"9,781,588"
81,other base metals; cermets; articles thereof,kg,2012,"3,709,759"
81,other base metals; cermets; articles thereof,aed,2013,"7,322,523"
81,other base metals; cermets; articles thereof,kg,2013,"2,495,610"
81,other base metals; cermets; articles thereof,aed,2014,"2,544,160"
81,other base metals; cermets; articles thereof,kg,2014,"656,567"
81,other base metals; cermets; articles thereof,aed,2015,"1,927,074"
81,other base metals; cermets; articles thereof,kg,2015,"400,770"
81,other base metals; cermets; articles thereof,aed,2016,"1,626,229"
81,other base metals; cermets; articles thereof,kg,2016,"447,394"
82,"tools,implements,cutlery etc. of base metal",aed,2008,"4,548,863"
82,"tools,implements,cutlery etc. of base metal",kg,2008,"354,562"
82,"tools,implements,cutlery etc. of base metal",aed,2009,"1,960,562"
82,"tools,implements,cutlery etc. of base metal",kg,2009,"326,072"
82,"tools,implements,cutlery etc. of base metal",aed,2010,"3,566,578"
82,"tools,implements,cutlery etc. of base metal",kg,2010,"280,708"
82,"tools,implements,cutlery etc. of base metal",aed,2011,"4,752,776"
82,"tools,implements,cutlery etc. of base metal",kg,2011,"785,977"
82,"tools,implements,cutlery etc. of base metal",aed,2012,"1,458,243"
82,"tools,implements,cutlery etc. of base metal",kg,2012,"108,772"
82,"tools,implements,cutlery etc. of base metal",aed,2013,"20,816,118"
82,"tools,implements,cutlery etc. of base metal",kg,2013,"2,125,098"
82,"tools,implements,cutlery etc. of base metal",aed,2014,"12,026,714"
82,"tools,implements,cutlery etc. of base metal",kg,2014,"1,071,235"
82,"tools,implements,cutlery etc. of base metal",aed,2015,"6,539,789"
82,"tools,implements,cutlery etc. of base metal",kg,2015,"1,092,509"
82,"tools,implements,cutlery etc. of base metal",aed,2016,"13,312,067"
82,"tools,implements,cutlery etc. of base metal",kg,2016,"1,747,668"
83,miscallaneous articles of base metal,aed,2008,"83,681,472"
83,miscallaneous articles of base metal,kg,2008,"6,483,647"
83,miscallaneous articles of base metal,aed,2009,"92,245,911"
83,miscallaneous articles of base metal,kg,2009,"8,507,090"
83,miscallaneous articles of base metal,aed,2010,"99,827,375"
83,miscallaneous articles of base metal,kg,2010,"13,972,964"
83,miscallaneous articles of base metal,aed,2011,"298,558,373"
83,miscallaneous articles of base metal,kg,2011,"60,962,390"
83,miscallaneous articles of base metal,aed,2012,"179,956,385"
83,miscallaneous articles of base metal,kg,2012,"34,533,085"
83,miscallaneous articles of base metal,aed,2013,"231,225,149"
83,miscallaneous articles of base metal,kg,2013,"20,490,359"
83,miscallaneous articles of base metal,aed,2014,"336,630,694"
83,miscallaneous articles of base metal,kg,2014,"41,861,655"
83,miscallaneous articles of base metal,aed,2015,"768,419,339"
83,miscallaneous articles of base metal,kg,2015,"241,474,010"
83,miscallaneous articles of base metal,aed,2016,"673,033,814"
83,miscallaneous articles of base metal,kg,2016,"213,180,384"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2008,"614,433,122"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2008,"368,279,395"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2009,"800,326,893"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2009,"65,276,403"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2010,"725,357,630"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2010,"44,211,986"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2011,"601,201,733"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2011,"34,710,473"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2012,"1,026,731,226"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2012,"290,244,058"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2013,"1,396,538,917"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2013,"51,759,696"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2014,"2,987,678,378"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2014,"74,559,343"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2015,"2,172,763,542"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2015,"62,401,806"
84,"nuclear reactors,boilers,machinery & parts thereof",aed,2016,"1,632,545,081"
84,"nuclear reactors,boilers,machinery & parts thereof",kg,2016,"52,438,392"
85,"electrical machinery,sound recorders and parts",aed,2008,"393,233,698"
85,"electrical machinery,sound recorders and parts",kg,2008,"22,042,443"
85,"electrical machinery,sound recorders and parts",aed,2009,"586,598,852"
85,"electrical machinery,sound recorders and parts",kg,2009,"43,809,997"
85,"electrical machinery,sound recorders and parts",aed,2010,"778,997,586"
85,"electrical machinery,sound recorders and parts",kg,2010,"54,610,734"
85,"electrical machinery,sound recorders and parts",aed,2011,"838,397,882"
85,"electrical machinery,sound recorders and parts",kg,2011,"68,389,678"
85,"electrical machinery,sound recorders and parts",aed,2012,"1,097,969,665"
85,"electrical machinery,sound recorders and parts",kg,2012,"79,894,833"
85,"electrical machinery,sound recorders and parts",aed,2013,"1,467,417,717"
85,"electrical machinery,sound recorders and parts",kg,2013,"107,630,113"
85,"electrical machinery,sound recorders and parts",aed,2014,"5,051,221,448"
85,"electrical machinery,sound recorders and parts",kg,2014,"125,441,005"
85,"electrical machinery,sound recorders and parts",aed,2015,"3,610,980,374"
85,"electrical machinery,sound recorders and parts",kg,2015,"132,084,919"
85,"electrical machinery,sound recorders and parts",aed,2016,"2,147,667,426"
85,"electrical machinery,sound recorders and parts",kg,2016,"118,230,467"
86,"railway or tramway locomotives,fixtures and parts",aed,2008,"75,417,882"
86,"railway or tramway locomotives,fixtures and parts",kg,2008,"81,016,998"
86,"railway or tramway locomotives,fixtures and parts",aed,2009,"87,377,096"
86,"railway or tramway locomotives,fixtures and parts",kg,2009,"26,407,014"
86,"railway or tramway locomotives,fixtures and parts",aed,2010,"19,194,584"
86,"railway or tramway locomotives,fixtures and parts",kg,2010,"5,854,776"
86,"railway or tramway locomotives,fixtures and parts",aed,2011,"122,302,671"
86,"railway or tramway locomotives,fixtures and parts",kg,2011,"82,234,626"
86,"railway or tramway locomotives,fixtures and parts",aed,2012,"183,597,976"
86,"railway or tramway locomotives,fixtures and parts",kg,2012,"132,067,638"
86,"railway or tramway locomotives,fixtures and parts",aed,2013,"123,766,239"
86,"railway or tramway locomotives,fixtures and parts",kg,2013,"104,001,757"
86,"railway or tramway locomotives,fixtures and parts",aed,2014,"148,971,952"
86,"railway or tramway locomotives,fixtures and parts",kg,2014,"136,958,523"
86,"railway or tramway locomotives,fixtures and parts",aed,2015,"128,611,622"
86,"railway or tramway locomotives,fixtures and parts",kg,2015,"130,066,473"
86,"railway or tramway locomotives,fixtures and parts",aed,2016,"199,940,714"
86,"railway or tramway locomotives,fixtures and parts",kg,2016,"188,441,554"
87,vehicles other than railway or tramway; parts,aed,2008,"251,328,062"
87,vehicles other than railway or tramway; parts,kg,2008,"25,564,702"
87,vehicles other than railway or tramway; parts,aed,2009,"216,185,440"
87,vehicles other than railway or tramway; parts,kg,2009,"32,920,930"
87,vehicles other than railway or tramway; parts,aed,2010,"361,559,941"
87,vehicles other than railway or tramway; parts,kg,2010,"38,828,439"
87,vehicles other than railway or tramway; parts,aed,2011,"348,311,486"
87,vehicles other than railway or tramway; parts,kg,2011,"47,048,230"
87,vehicles other than railway or tramway; parts,aed,2012,"458,178,970"
87,vehicles other than railway or tramway; parts,kg,2012,"58,133,520"
87,vehicles other than railway or tramway; parts,aed,2013,"604,126,832"
87,vehicles other than railway or tramway; parts,kg,2013,"49,000,914"
87,vehicles other than railway or tramway; parts,aed,2014,"1,144,490,967"
87,vehicles other than railway or tramway; parts,kg,2014,"60,727,870"
87,vehicles other than railway or tramway; parts,aed,2015,"994,053,666"
87,vehicles other than railway or tramway; parts,kg,2015,"66,246,876"
87,vehicles other than railway or tramway; parts,aed,2016,"961,582,144"
87,vehicles other than railway or tramway; parts,kg,2016,"65,506,315"
88,"aircraft, spacecraft, and parts thereof",aed,2008,"656,531"
88,"aircraft, spacecraft, and parts thereof",kg,2008,"25,053"
88,"aircraft, spacecraft, and parts thereof",aed,2009,"83,395"
88,"aircraft, spacecraft, and parts thereof",kg,2009,"17,675"
88,"aircraft, spacecraft, and parts thereof",aed,2010,"1,960,377"
88,"aircraft, spacecraft, and parts thereof",kg,2010,"127,373"
88,"aircraft, spacecraft, and parts thereof",aed,2011,"54,833,100"
88,"aircraft, spacecraft, and parts thereof",kg,2011,"463,356"
88,"aircraft, spacecraft, and parts thereof",aed,2012,"111,942,349"
88,"aircraft, spacecraft, and parts thereof",kg,2012,"1,191,283"
88,"aircraft, spacecraft, and parts thereof",aed,2013,"227,801,081"
88,"aircraft, spacecraft, and parts thereof",kg,2013,"1,349,866"
88,"aircraft, spacecraft, and parts thereof",aed,2014,"948,396,240"
88,"aircraft, spacecraft, and parts thereof",kg,2014,"2,203,691"
88,"aircraft, spacecraft, and parts thereof",aed,2015,"660,992,707"
88,"aircraft, spacecraft, and parts thereof",kg,2015,"744,783"
88,"aircraft, spacecraft, and parts thereof",aed,2016,"448,998,008"
88,"aircraft, spacecraft, and parts thereof",kg,2016,"1,953,880"
89,"ships, boats and floating structures",aed,2008,"78,525,279"
89,"ships, boats and floating structures",kg,2008,"2,546,305"
89,"ships, boats and floating structures",aed,2009,"1,414,772,053"
89,"ships, boats and floating structures",kg,2009,"31,641,531"
89,"ships, boats and floating structures",aed,2010,"5,807,913,433"
89,"ships, boats and floating structures",kg,2010,"45,291,377"
89,"ships, boats and floating structures",aed,2011,"4,569,323,271"
89,"ships, boats and floating structures",kg,2011,"71,140,889"
89,"ships, boats and floating structures",aed,2012,"537,787,665"
89,"ships, boats and floating structures",kg,2012,"26,526,726"
89,"ships, boats and floating structures",aed,2013,"490,357,982"
89,"ships, boats and floating structures",kg,2013,"16,052,354"
89,"ships, boats and floating structures",aed,2014,"1,272,513,714"
89,"ships, boats and floating structures",kg,2014,"30,329,431"
89,"ships, boats and floating structures",aed,2015,"815,752,260"
89,"ships, boats and floating structures",kg,2015,"12,276,528"
89,"ships, boats and floating structures",aed,2016,"1,061,078,455"
89,"ships, boats and floating structures",kg,2016,"22,069,753"
90,"optical,photographic,measuring&medical instruments",aed,2008,"78,130,567"
90,"optical,photographic,measuring&medical instruments",kg,2008,"2,069,401"
90,"optical,photographic,measuring&medical instruments",aed,2009,"72,994,724"
90,"optical,photographic,measuring&medical instruments",kg,2009,"2,294,860"
90,"optical,photographic,measuring&medical instruments",aed,2010,"43,137,977"
90,"optical,photographic,measuring&medical instruments",kg,2010,"1,854,496"
90,"optical,photographic,measuring&medical instruments",aed,2011,"44,841,581"
90,"optical,photographic,measuring&medical instruments",kg,2011,"2,242,065"
90,"optical,photographic,measuring&medical instruments",aed,2012,"97,555,867"
90,"optical,photographic,measuring&medical instruments",kg,2012,"3,590,251"
90,"optical,photographic,measuring&medical instruments",aed,2013,"49,825,171"
90,"optical,photographic,measuring&medical instruments",kg,2013,"1,296,708"
90,"optical,photographic,measuring&medical instruments",aed,2014,"124,565,520"
90,"optical,photographic,measuring&medical instruments",kg,2014,"2,126,387"
90,"optical,photographic,measuring&medical instruments",aed,2015,"115,836,300"
90,"optical,photographic,measuring&medical instruments",kg,2015,"1,993,939"
90,"optical,photographic,measuring&medical instruments",aed,2016,"159,949,059"
90,"optical,photographic,measuring&medical instruments",kg,2016,"2,179,375"
91,clocks and watches and parts thereof,aed,2008,"5,996,518"
91,clocks and watches and parts thereof,kg,2008,"111,047"
91,clocks and watches and parts thereof,aed,2009,"6,823,364"
91,clocks and watches and parts thereof,kg,2009,"1,104,460"
91,clocks and watches and parts thereof,aed,2010,"264,183"
91,clocks and watches and parts thereof,kg,2010,"70,604"
91,clocks and watches and parts thereof,aed,2011,"314,532"
91,clocks and watches and parts thereof,kg,2011,"46,390"
91,clocks and watches and parts thereof,aed,2012,"14,968"
91,clocks and watches and parts thereof,kg,2012,"2,712"
91,clocks and watches and parts thereof,aed,2013,"1,526,563"
91,clocks and watches and parts thereof,kg,2013,"18,577"
91,clocks and watches and parts thereof,aed,2014,"16,183,388"
91,clocks and watches and parts thereof,kg,2014,"59,146"
91,clocks and watches and parts thereof,aed,2015,"5,552,426"
91,clocks and watches and parts thereof,kg,2015,"34,260"
91,clocks and watches and parts thereof,aed,2016,"10,702,716"
91,clocks and watches and parts thereof,kg,2016,"134,652"
92,musical instruments; parts and accessories,aed,2008,"8,200"
92,musical instruments; parts and accessories,kg,2008,"3,692"
92,musical instruments; parts and accessories,aed,2009,"60,878"
92,musical instruments; parts and accessories,kg,2009,"64,793"
92,musical instruments; parts and accessories,aed,2010,"3,760"
92,musical instruments; parts and accessories,kg,2010,"15,100"
92,musical instruments; parts and accessories,aed,2011,"1,566"
92,musical instruments; parts and accessories,kg,2011,370
92,musical instruments; parts and accessories,aed,2012,"1,500"
92,musical instruments; parts and accessories,kg,2012,5
92,musical instruments; parts and accessories,aed,2013,"603,442"
92,musical instruments; parts and accessories,kg,2013,"71,784"
92,musical instruments; parts and accessories,aed,2014,"1,361,030"
92,musical instruments; parts and accessories,kg,2014,"12,127"
92,musical instruments; parts and accessories,aed,2015,"526,696"
92,musical instruments; parts and accessories,kg,2015,"7,641"
92,musical instruments; parts and accessories,aed,2016,"385,347"
92,musical instruments; parts and accessories,kg,2016,"42,446"
93,arms and ammunition; parts and accessories thereof,aed,2008,"18,353,467"
93,arms and ammunition; parts and accessories thereof,kg,2008,"272,177"
93,arms and ammunition; parts and accessories thereof,aed,2009,"7,620,116"
93,arms and ammunition; parts and accessories thereof,kg,2009,"244,006"
93,arms and ammunition; parts and accessories thereof,aed,2010,"46,142,828"
93,arms and ammunition; parts and accessories thereof,kg,2010,"426,073"
93,arms and ammunition; parts and accessories thereof,aed,2011,"12,385,819"
93,arms and ammunition; parts and accessories thereof,kg,2011,"247,210"
93,arms and ammunition; parts and accessories thereof,aed,2012,"6,146,938"
93,arms and ammunition; parts and accessories thereof,kg,2012,"28,069"
93,arms and ammunition; parts and accessories thereof,aed,2013,"8,088,386"
93,arms and ammunition; parts and accessories thereof,kg,2013,"12,426"
93,arms and ammunition; parts and accessories thereof,aed,2014,"6,491,209"
93,arms and ammunition; parts and accessories thereof,kg,2014,"90,590"
93,arms and ammunition; parts and accessories thereof,aed,2015,"19,218,333"
93,arms and ammunition; parts and accessories thereof,kg,2015,"22,649"
93,arms and ammunition; parts and accessories thereof,aed,2016,"32,106,408"
93,arms and ammunition; parts and accessories thereof,kg,2016,"34,452"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2008,"418,784,504"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2008,"69,779,304"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2009,"374,836,756"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2009,"49,088,551"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2010,"423,839,598"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2010,"49,949,230"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2011,"463,042,827"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2011,"42,807,952"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2012,"679,889,921"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2012,"76,514,255"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2013,"626,960,282"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2013,"83,030,495"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2014,"795,516,648"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2014,"74,279,228"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2015,"669,222,454"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2015,"71,748,895"
94,"furniture,bedding,mattresses,lamps &fittings,signs",aed,2016,"595,518,246"
94,"furniture,bedding,mattresses,lamps &fittings,signs",kg,2016,"60,319,033"
95,"toys, games and sports requistes; parts thereof",aed,2008,"28,364,905"
95,"toys, games and sports requistes; parts thereof",kg,2008,"644,454"
95,"toys, games and sports requistes; parts thereof",aed,2009,"28,340,292"
95,"toys, games and sports requistes; parts thereof",kg,2009,"1,980,307"
95,"toys, games and sports requistes; parts thereof",aed,2010,"33,905,353"
95,"toys, games and sports requistes; parts thereof",kg,2010,"870,622"
95,"toys, games and sports requistes; parts thereof",aed,2011,"40,163,131"
95,"toys, games and sports requistes; parts thereof",kg,2011,"756,022"
95,"toys, games and sports requistes; parts thereof",aed,2012,"35,663,944"
95,"toys, games and sports requistes; parts thereof",kg,2012,"1,290,065"
95,"toys, games and sports requistes; parts thereof",aed,2013,"48,773,709"
95,"toys, games and sports requistes; parts thereof",kg,2013,"766,637"
95,"toys, games and sports requistes; parts thereof",aed,2014,"58,616,604"
95,"toys, games and sports requistes; parts thereof",kg,2014,"911,269"
95,"toys, games and sports requistes; parts thereof",aed,2015,"54,608,503"
95,"toys, games and sports requistes; parts thereof",kg,2015,"717,039"
95,"toys, games and sports requistes; parts thereof",aed,2016,"62,767,165"
95,"toys, games and sports requistes; parts thereof",kg,2016,"738,920"
96,miscalleous manufactured articles,aed,2008,"10,547,807"
96,miscalleous manufactured articles,kg,2008,"1,352,295"
96,miscalleous manufactured articles,aed,2009,"11,005,571"
96,miscalleous manufactured articles,kg,2009,"2,592,673"
96,miscalleous manufactured articles,aed,2010,"11,635,192"
96,miscalleous manufactured articles,kg,2010,"2,064,545"
96,miscalleous manufactured articles,aed,2011,"11,484,699"
96,miscalleous manufactured articles,kg,2011,"2,349,630"
96,miscalleous manufactured articles,aed,2012,"23,340,156"
96,miscalleous manufactured articles,kg,2012,"3,136,712"
96,miscalleous manufactured articles,aed,2013,"26,915,076"
96,miscalleous manufactured articles,kg,2013,"3,235,196"
96,miscalleous manufactured articles,aed,2014,"19,919,207"
96,miscalleous manufactured articles,kg,2014,"2,066,698"
96,miscalleous manufactured articles,aed,2015,"17,565,750"
96,miscalleous manufactured articles,kg,2015,"2,411,619"
96,miscalleous manufactured articles,aed,2016,"13,747,974"
96,miscalleous manufactured articles,kg,2016,"1,563,150"
97,"pieces and antiques 'works of art, collectors",aed,2008,"856,618"
97,"pieces and antiques 'works of art, collectors",kg,2008,"28,997"
97,"pieces and antiques 'works of art, collectors",aed,2009,"2,980,635"
97,"pieces and antiques 'works of art, collectors",kg,2009,"107,666"
97,"pieces and antiques 'works of art, collectors",aed,2010,"4,964,062"
97,"pieces and antiques 'works of art, collectors",kg,2010,"26,383"
97,"pieces and antiques 'works of art, collectors",aed,2011,"8,318,393"
97,"pieces and antiques 'works of art, collectors",kg,2011,"130,123"
97,"pieces and antiques 'works of art, collectors",aed,2012,"23,161,700"
97,"pieces and antiques 'works of art, collectors",kg,2012,"348,680"
97,"pieces and antiques 'works of art, collectors",aed,2013,"43,293,320"
97,"pieces and antiques 'works of art, collectors",kg,2013,"333,347"
97,"pieces and antiques 'works of art, collectors",aed,2014,"44,580,720"
97,"pieces and antiques 'works of art, collectors",kg,2014,"58,911"
97,"pieces and antiques 'works of art, collectors",aed,2015,"74,686,580"
97,"pieces and antiques 'works of art, collectors",kg,2015,"56,416"
97,"pieces and antiques 'works of art, collectors",aed,2016,"77,935,995"
97,"pieces and antiques 'works of art, collectors",kg,2016,"176,904"
98,reserved for special cases by contracting parties,aed,2008,"2,287,169"
98,reserved for special cases by contracting parties,kg,2008,"253,008"
98,reserved for special cases by contracting parties,aed,2009,0
98,reserved for special cases by contracting parties,kg,2009,0
98,reserved for special cases by contracting parties,aed,2010,"1,309,521"
98,reserved for special cases by contracting parties,kg,2010,"169,811"
98,reserved for special cases by contracting parties,aed,2011,"1,681,847"
