HS code,description_EN,unit,year,number
98,reserved for special cases by contracting parties,kg,2011,"235,253"
98,reserved for special cases by contracting parties,aed,2012,"3,203,367"
98,reserved for special cases by contracting parties,kg,2012,"675,194"
98,reserved for special cases by contracting parties,aed,2013,"73,900,514"
98,reserved for special cases by contracting parties,kg,2013,"5,028,808"
98,reserved for special cases by contracting parties,aed,2014,"299,774,228"
98,reserved for special cases by contracting parties,kg,2014,"13,980,845"
98,reserved for special cases by contracting parties,aed,2015,"206,770,579"
98,reserved for special cases by contracting parties,kg,2015,"9,976,820"
98,reserved for special cases by contracting parties,aed,2016,"197,778,758"
98,reserved for special cases by contracting parties,kg,2016,"3,769,750"
99,commodity not classified according to kind,aed,2008,133
99,commodity not classified according to kind,kg,2008,20
99,commodity not classified according to kind,aed,2009,"6,296,834"
99,commodity not classified according to kind,kg,2009,"1,263,948"
99,commodity not classified according to kind,aed,2010,0
99,commodity not classified according to kind,kg,2010,0
