Year,Month_AR,Month_EN,Park Name_EN,Park Name_AR, Numne of parks visitors 
2020,مارس,March,Al Jurf Park,حديقة الجرف ," 1,430       "
2020,ابريل,April,Al Jurf Park,حديقة الجرف ,0
2020,مايو ,May,Al Jurf Park,حديقة الجرف ,0
2020,يونيو,June,Al Jurf Park,حديقة الجرف ,0
2020,يوليو,July,Al Jurf Park,حديقة الجرف ,0
2020,اغسطس,August,Al Jurf Park,حديقة الجرف ,0
2020,سبتمبر,September,Al Jurf Park,حديقة الجرف , 612       
2020,اكتوبر,October,Al Jurf Park,حديقة الجرف ," 3,065       "
2020,نوفمبر,November,Al Jurf Park,حديقة الجرف ," 4,537       "
2020,ديسيمبر,December,Al Jurf Park,حديقة الجرف ," 17,422       "
2020,يناير,January,Sport Park,الحديقة الرياضية," 6,800       "
2020,فبراير ,February,Sport Park,الحديقة الرياضية," 5,975       "
2020,مارس,March,Sport Park,الحديقة الرياضية," 1,770       "
2020,ابريل,April,Sport Park,الحديقة الرياضية,0
2020,مايو ,May,Sport Park,الحديقة الرياضية,0
2020,يونيو,June,Sport Park,الحديقة الرياضية,0
2020,يوليو,July,Sport Park,الحديقة الرياضية,0
2020,اغسطس,August,Sport Park,الحديقة الرياضية,0
2020,سبتمبر,September,Sport Park,الحديقة الرياضية," 5,936       "
2020,اكتوبر,October,Sport Park,الحديقة الرياضية," 9,383       "
2020,نوفمبر,November,Sport Park,الحديقة الرياضية," 13,441       "
2020,ديسيمبر,December,Sport Park,الحديقة الرياضية," 7,934       "
2020,يناير,January,Al Rashidiya,حديقة الراشدية," 33,342       "
2020,فبراير ,February,Al Rashidiya,حديقة الراشدية," 22,358       "
2020,مارس,March,Al Rashidiya,حديقة الراشدية," 22,000       "
2020,ابريل,April,Al Rashidiya,حديقة الراشدية,0
2020,مايو ,May,Al Rashidiya,حديقة الراشدية,0
2020,يونيو,June,Al Rashidiya,حديقة الراشدية,0
2020,يوليو,July,Al Rashidiya,حديقة الراشدية,0
2020,اغسطس,August,Al Rashidiya,حديقة الراشدية,0
2020,سبتمبر,September,Al Rashidiya,حديقة الراشدية," 4,902       "
2020,اكتوبر,October,Al Rashidiya,حديقة الراشدية," 11,370       "
2020,نوفمبر,November,Al Rashidiya,حديقة الراشدية," 11,679       "
2020,ديسيمبر,December,Al Rashidiya,حديقة الراشدية," 15,951       "
2020,يناير,January,Al Naseem,حديقة النسيم ," 1,089       "
2020,فبراير ,February,Al Naseem,حديقة النسيم ," 1,404       "
2020,مارس,March,Al Naseem,حديقة النسيم , 740       
2020,ابريل,April,Al Naseem,حديقة النسيم ,0
2020,مايو ,May,Al Naseem,حديقة النسيم ,0
2020,يونيو,June,Al Naseem,حديقة النسيم ,0
2020,يوليو,July,Al Naseem,حديقة النسيم ,0
2020,اغسطس,August,Al Naseem,حديقة النسيم ,0
2020,سبتمبر,September,Al Naseem,حديقة النسيم , 332       
2020,اكتوبر,October,Al Naseem,حديقة النسيم , 690       
2020,نوفمبر,November,Al Naseem,حديقة النسيم , 341       
2020,ديسيمبر,December,Al Naseem,حديقة النسيم , 568       
2020,يناير,January,al rqayeb,حديقة الرقايب," 14,629       "
2020,فبراير ,February,al rqayeb,حديقة الرقايب," 11,110       "
2020,مارس,March,al rqayeb,حديقة الرقايب," 3,810       "
2020,ابريل,April,al rqayeb,حديقة الرقايب,0
2020,مايو ,May,al rqayeb,حديقة الرقايب,0
2020,يونيو,June,al rqayeb,حديقة الرقايب,0
2020,يوليو,July,al rqayeb,حديقة الرقايب,0
2020,اغسطس,August,al rqayeb,حديقة الرقايب,0
2020,سبتمبر,September,al rqayeb,حديقة الرقايب," 4,200       "
2020,اكتوبر,October,al rqayeb,حديقة الرقايب," 11,456       "
2020,نوفمبر,November,al rqayeb,حديقة الرقايب," 12,780       "
2020,ديسيمبر,December,al rqayeb,حديقة الرقايب," 22,645       "
2020,يناير,January,Sayh Al Zahra,حديقة سيح الزهره, 245       
2020,فبراير ,February,Sayh Al Zahra,حديقة سيح الزهره, 145       
2020,مارس,March,Sayh Al Zahra,حديقة سيح الزهره, 80       
2020,ابريل,April,Sayh Al Zahra,حديقة سيح الزهره,0
2020,مايو ,May,Sayh Al Zahra,حديقة سيح الزهره,0
2020,يونيو,June,Sayh Al Zahra,حديقة سيح الزهره,0
2020,يوليو,July,Sayh Al Zahra,حديقة سيح الزهره,0
2020,اغسطس,August,Sayh Al Zahra,حديقة سيح الزهره,0
2020,سبتمبر,September,Sayh Al Zahra,حديقة سيح الزهره, 110       
2020,اكتوبر,October,Sayh Al Zahra,حديقة سيح الزهره, 282       
2020,نوفمبر,November,Sayh Al Zahra,حديقة سيح الزهره, 274       
2020,ديسيمبر,December,Sayh Al Zahra,حديقة سيح الزهره, 377       
2020,يناير,January,Al Manama Museum, متحف المنامة," 2,647       "
2020,فبراير ,February,Al Manama Museum, متحف المنامة," 1,428       "
2020,مارس,March,Al Manama Museum, متحف المنامة, 603       
2020,ابريل,April,Al Manama Museum, متحف المنامة,0
2020,مايو ,May,Al Manama Museum, متحف المنامة,0
2020,يونيو,June,Al Manama Museum, متحف المنامة,0
2020,يوليو,July,Al Manama Museum, متحف المنامة,0
2020,اغسطس,August,Al Manama Museum, متحف المنامة,0
2020,سبتمبر,September,Al Manama Museum, متحف المنامة," 1,005       "
2020,اكتوبر,October,Al Manama Museum,حديقة متحف المنامة," 1,474       "
2020,نوفمبر,November,Al Manama Museum,حديقة متحف المنامة," 1,767       "
2020,ديسيمبر,December,Al Manama Museum,حديقة متحف المنامة," 1,357       "
2020,يناير,January,Al Subigha park,حديقة الصبيغة, 260       
2020,فبراير ,February,Al Subigha park,حديقة الصبيغة, 162       
2020,مارس,March,Al Subigha park,حديقة الصبيغة, 670       
2020,ابريل,April,Al Subigha park,حديقة الصبيغة,0
2020,مايو ,May,Al Subigha park,حديقة الصبيغة,0
2020,يونيو,June,Al Subigha park,حديقة الصبيغة,0
2020,يوليو,July,Al Subigha park,حديقة الصبيغة,0
2020,اغسطس,August,Al Subigha park,حديقة الصبيغة,0
2020,سبتمبر,September,Al Subigha park,حديقة الصبيغة, 176       
2020,اكتوبر,October,Al Subigha park,حديقة الصبيغة, 316       
2020,نوفمبر,November,Al Subigha park,حديقة الصبيغة, 457       
2020,ديسيمبر,December,Al Subigha park,حديقة الصبيغة, 487       
2021,يناير,January,Mizari Park,حديقة مزيرع, 216       
2021,فبراير ,February,Mizari Park,حديقة مزيرع, 411       
2021,مارس,March,Mizari Park,حديقة مزيرع, 517       
2021,ابريل,April,Mizari Park,حديقة مزيرع, 437       
2021,مايو ,May,Mizari Park,حديقة مزيرع, 307       
2021,يونيو,June,Mizari Park,حديقة مزيرع, 335       
2021,يناير,January,Mushairif,حديقة مشيرف," 8,887       "
2021,فبراير ,February,Mushairif,حديقة مشيرف," 8,930       "
2021,مارس,March,Mushairif,حديقة مشيرف," 8,104       "
2021,ابريل,April,Mushairif,حديقة مشيرف," 4,453       "
2021,مايو ,May,Mushairif,حديقة مشيرف, 929       
2021,يونيو,June,Mushairif,حديقة مشيرف," 1,738       "
2021,يناير,January,Al Helio, منتزه الحليو," 68,408       "
2021,فبراير ,February,Al Helio, منتزه الحليو," 32,445       "
2021,مارس,March,Al Helio, منتزه الحليو," 447,004       "
2021,ابريل,April,Al Helio, منتزه الحليو," 11,985       "
2021,مايو ,May,Al Helio, منتزه الحليو," 13,470       "
2021,يونيو,June,Al Helio, منتزه الحليو," 10,100       "
2021,يناير,January,Al Hekma,حديقة الحكمه," 2,061       "
2021,فبراير ,February,Al Hekma,حديقة الحكمه," 2,933       "
2021,مارس,March,Al Hekma,حديقة الحكمه," 3,210       "
2021,ابريل,April,Al Hekma,حديقة الحكمه," 2,339       "
2021,مايو ,May,Al Hekma,حديقة الحكمه, 416       
2021,يونيو,June,Al Hekma,حديقة الحكمه, 344       
2021,يناير,January,Warqa'a,حديقة الورقا," 1,489       "
2021,فبراير ,February,Warqa'a,حديقة الورقا," 1,328       "
2021,مارس,March,Warqa'a,حديقة الورقا," 1,759       "
2021,ابريل,April,Warqa'a,حديقة الورقا," 1,387       "
2021,مايو ,May,Warqa'a,حديقة الورقا," 1,242       "
2021,يونيو,June,Warqa'a,حديقة الورقا," 1,952       "
2021,يناير,January,Alam Park,حديقة العلم," 16,719       "
2021,فبراير ,February,Alam Park,حديقة العلم," 16,380       "
2021,مارس,March,Alam Park,حديقة العلم," 8,900       "
2021,ابريل,April,Alam Park,حديقة العلم," 8,150       "
2021,مايو ,May,Alam Park,حديقة العلم," 5,100       "
2021,يونيو,June,Alam Park,حديقة العلم," 5,350       "
2021,يناير,January,Safia Park,حديقة الصفيا," 112,180       "
2021,فبراير ,February,Safia Park,حديقة الصفيا," 113,258       "
2021,مارس,March,Safia Park,حديقة الصفيا," 35,080       "
2021,ابريل,April,Safia Park,حديقة الصفيا," 54,650       "
2021,مايو ,May,Safia Park,حديقة الصفيا," 49,100       "
2021,يونيو,June,Safia Park,حديقة الصفيا," 33,000       "
2021,يناير,January,Al Jurf Park,حديقة الجرف ," 8,201       "
2021,فبراير ,February,Al Jurf Park,حديقة الجرف ," 3,865       "
2021,مارس,March,Al Jurf Park,حديقة الجرف ," 8,075       "
2021,ابريل,April,Al Jurf Park,حديقة الجرف ," 4,828       "
2021,مايو ,May,Al Jurf Park,حديقة الجرف ," 1,319       "
2021,يونيو,June,Al Jurf Park,حديقة الجرف , -         
2021,يناير,January,Sport Park,الحديقة الرياضية," 12,198       "
2021,فبراير ,February,Sport Park,الحديقة الرياضية," 10,059       "
2021,مارس,March,Sport Park,الحديقة الرياضية," 16,297       "
2021,ابريل,April,Sport Park,الحديقة الرياضية," 27,004       "
2021,مايو ,May,Sport Park,الحديقة الرياضية," 10,500       "
2021,يونيو,June,Sport Park,الحديقة الرياضية," 30,348       "
2021,يناير,January,Al Rashidiya,حديقة الراشدية," 9,843       "
2021,فبراير ,February,Al Rashidiya,حديقة الراشدية," 5,827       "
2021,مارس,March,Al Rashidiya,حديقة الراشدية," 10,822       "
2021,ابريل,April,Al Rashidiya,حديقة الراشدية,8250
2021,مايو ,May,Al Rashidiya,حديقة الراشدية,6000
2021,يونيو,June,Al Rashidiya,حديقة الراشدية,5574
2021,يناير,January,Al Naseem,حديقة النسيم , 874       
2021,فبراير ,February,Al Naseem,حديقة النسيم , 704       
2021,مارس,March,Al Naseem,حديقة النسيم , 939       
2021,ابريل,April,Al Naseem,حديقة النسيم , 644       
2021,مايو ,May,Al Naseem,حديقة النسيم , 748       
2021,يونيو,June,Al Naseem,حديقة النسيم , 617       
2021,يناير,January,al rqayeb,حديقة الرقايب," 10,760       "
2021,فبراير ,February,al rqayeb,حديقة الرقايب," 6,105       "
2021,مارس,March,al rqayeb,حديقة الرقايب," 10,890       "
2021,ابريل,April,al rqayeb,حديقة الرقايب," 3,741       "
2021,مايو ,May,al rqayeb,حديقة الرقايب," 2,800       "
2021,يونيو,June,al rqayeb,حديقة الرقايب," 2,468       "
2021,يناير,January,Sayh Al Zahra,حديقة سيح الزهره, 309       
2021,فبراير ,February,Sayh Al Zahra,حديقة سيح الزهره, 479       
2021,مارس,March,Sayh Al Zahra,حديقة سيح الزهره, 469       
2021,ابريل,April,Sayh Al Zahra,حديقة سيح الزهره, 562       
2021,مايو ,May,Sayh Al Zahra,حديقة سيح الزهره, 300       
2021,يونيو,June,Sayh Al Zahra,حديقة سيح الزهره, 642       
2021,يناير,January,Al Manama Museum,حديقة متحف المنامة, 437       
2021,فبراير ,February,Al Manama Museum,حديقة متحف المنامة, 912       
2021,مارس,March,Al Manama Museum,حديقة متحف المنامة," 1,702       "
2021,ابريل,April,Al Manama Museum,حديقة متحف المنامة," 1,411       "
2021,مايو ,May,Al Manama Museum,حديقة متحف المنامة, 500       
2021,يونيو,June,Al Manama Museum,حديقة متحف المنامة," 1,178       "
2021,يناير,January,Al Subigha park,حديقة الصبيغة, 466       
2021,فبراير ,February,Al Subigha park,حديقة الصبيغة, 431       
2021,مارس,March,Al Subigha park,حديقة الصبيغة, 490       
2021,ابريل,April,Al Subigha park,حديقة الصبيغة, 469       
2021,مايو ,May,Al Subigha park,حديقة الصبيغة, 400       
2021,يونيو,June,Al Subigha park,حديقة الصبيغة, 285       
2021,يناير,January,Ajman Chamber Park,حديقة غرفة عجمان, 668       
2021,فبراير ,February,Ajman Chamber Park,حديقة غرفة عجمان, 456       
2021,مارس,March,Ajman Chamber Park,حديقة غرفة عجمان, 600       
2021,ابريل,April,Ajman Chamber Park,حديقة غرفة عجمان, 500       
2021,مايو ,May,Ajman Chamber Park,حديقة غرفة عجمان, 400       
2021,يونيو,June,Ajman Chamber Park,حديقة غرفة عجمان, 300       
2021,يناير,January,Al Jazeer Dam Park,حديقة سد الجزير, 50       
2021,فبراير ,February,Al Jazeer Dam Park,حديقة سد الجزير, 60       
2021,مارس,March,Al Jazeer Dam Park,حديقة سد الجزير, 40       
2021,ابريل,April,Al Jazeer Dam Park,حديقة سد الجزير, 30       
2021,مايو ,May,Al Jazeer Dam Park,حديقة سد الجزير, 30       
2021,يونيو,June,Al Jazeer Dam Park,حديقة سد الجزير, 35       
2021,يناير,January,Al Nuaimia Square,حديقة ساحه النعيمية,756
2021,فبراير ,February,Al Nuaimia Square,حديقة ساحه النعيمية,835
2021,مارس,March,Al Nuaimia Square,حديقة ساحه النعيمية,885
2021,ابريل,April,Al Nuaimia Square,حديقة ساحه النعيمية,700
2021,مايو ,May,Al Nuaimia Square,حديقة ساحه النعيمية,600
2021,يونيو,June,Al Nuaimia Square,حديقة ساحه النعيمية,599
