Year,Country(English),HSCODE,Item - English,Import Weight(Kg),Import Value(Dhs)
2008,Afghanistan,02013000,- Boneless,,
2008,Afghanistan,02022000,- Other cuts with bone in,,
2008,Afghanistan,02023010,- - - Minced,,
2008,Afghanistan,02023090,- - - Other,,
2008,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2008,Afghanistan,02044310,- - - Minced,,
2008,Afghanistan,02045011,- - - - Fresh or chilled,,
2008,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2008,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2008,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2009,Afghanistan,02013000,- Boneless,,
2009,Afghanistan,02022000,- Other cuts with bone in,,
2009,Afghanistan,02023010,- - - Minced,,
2009,Afghanistan,02023090,- - - Other,,
2009,Afghanistan,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",,
2009,Afghanistan,02042300,- - Boneless,,
2009,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2009,Afghanistan,02044310,- - - Minced,,
2009,Afghanistan,02044390,- - - Other,,
2009,Afghanistan,02045011,- - - - Fresh or chilled,,
2009,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2009,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2009,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2009,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2009,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2009,Afghanistan,02081010,- - - Fresh or chilled,,
2009,Afghanistan,02089032,- - - - Frozen,,
2009,Afghanistan,02089099,- - - - Other,,
2010,Afghanistan,02013000,- Boneless,,
2010,Afghanistan,02022000,- Other cuts with bone in,,
2010,Afghanistan,02023010,- - - Minced,,
2010,Afghanistan,02023090,- - - Other,,
2010,Afghanistan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2010,Afghanistan,02032900,- - Other,,
2010,Afghanistan,02042300,- - Boneless,,
2010,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2010,Afghanistan,02045022,- - - - Frozen,,
2010,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2010,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2010,Afghanistan,02073300,"- - Not cut in pieces, frozen",,
2011,Afghanistan,02012000,- Other cuts with bone in,,
2011,Afghanistan,02013000,- Boneless,,
2011,Afghanistan,02022000,- Other cuts with bone in,,
2011,Afghanistan,02023010,- - - Minced,,
2011,Afghanistan,02023090,- - - Other,,
2011,Afghanistan,02042100,- - carcasses and half-carcasses,,
2011,Afghanistan,02044200,- - Other cuts with bone in,,
2011,Afghanistan,02044310,- - - Minced,,
2011,Afghanistan,02044390,- - - Other,,
2011,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2011,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2011,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2011,Afghanistan,02072600,"- - Cuts and offal, fresh or chilled",,
2011,Afghanistan,02073200,"- - Not cut in pieces, fresh or chilled",,
2011,Afghanistan,02073400,"- - Fatty livers, fresh or chilled",,
2011,Afghanistan,02081020,- - - Frozen,,
2011,Afghanistan,02101900,- - Other,,
2011,Afghanistan,02102000,- Meat of bovine animals,,
2011,Afghanistan,02109900,- - Other,,
2012,Afghanistan,02011000,- Carcasses and half-carcasses,,
2012,Afghanistan,02013000,- Boneless,,
2012,Afghanistan,02021000,- Carcasses and half-carcasses,,
2012,Afghanistan,02022000,- Other cuts with bone in,,
2012,Afghanistan,02023010,- - - Minced,,
2012,Afghanistan,02023090,- - - Other,,
2012,Afghanistan,02031900,- - Other,,
2012,Afghanistan,02032100,- - carcasses and half-carcasses,,
2012,Afghanistan,02032900,- - Other,,
2012,Afghanistan,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",,
2012,Afghanistan,02042200,- - Other cuts with bone in,,
2012,Afghanistan,02042300,- - Boneless,,
2012,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2012,Afghanistan,02044310,- - - Minced,,
2012,Afghanistan,02045011,- - - - Fresh or chilled,,
2012,Afghanistan,02045012,- - - - Frozen,,
2012,Afghanistan,02045032,- - - - Frozen,,
2012,Afghanistan,02071100,"- - Not cut in pieces, fresh or chilled",,
2012,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2012,Afghanistan,02071300,"- - Cuts and offal, fresh or chilled",,
2012,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2012,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2012,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2012,Afghanistan,02072600,"- - Cuts and offal, fresh or chilled",,
2012,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2012,Afghanistan,02074200,- - Not cut in pieces frozen,,
2012,Afghanistan,02089012,- - - - Frozen,,
2012,Afghanistan,02089032,- - - - Frozen,,
2012,Afghanistan,02089099,- - - - Other,,
2012,Afghanistan,02099000,- other,,
2012,Afghanistan,02101200,- - Bellies (streaky) and cuts thereof,,
2012,Afghanistan,02102000,- Meat of bovine animals,,
2013,Afghanistan,02011000,- Carcasses and half-carcasses,,
2013,Afghanistan,02012000,- Other cuts with bone in,,
2013,Afghanistan,02013000,- Boneless,,
2013,Afghanistan,02021000,- Carcasses and half-carcasses,,
2013,Afghanistan,02022000,- Other cuts with bone in,,
2013,Afghanistan,02023010,- - - Minced,,
2013,Afghanistan,02023090,- - - Other,,
2013,Afghanistan,02031200,"- - Hams, shoulders and cuts thereof, with bone in",,
2013,Afghanistan,02031900,- - Other,,
2013,Afghanistan,02032100,- - carcasses and half-carcasses,,
2013,Afghanistan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2013,Afghanistan,02032900,- - Other,,
2013,Afghanistan,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",,
2013,Afghanistan,02042100,- - carcasses and half-carcasses,,
2013,Afghanistan,02042200,- - Other cuts with bone in,,
2013,Afghanistan,02042300,- - Boneless,,
2013,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2013,Afghanistan,02044100,- - Carcasses and half-carcasses,,
2013,Afghanistan,02044200,- - Other cuts with bone in,,
2013,Afghanistan,02044310,- - - Minced,,
2013,Afghanistan,02044390,- - - Other,,
2013,Afghanistan,02045011,- - - - Fresh or chilled,,
2013,Afghanistan,02045031,- - - - Fresh or chilled,,
2013,Afghanistan,02045032,- - - - Frozen,,
2013,Afghanistan,02062200,- - Livers,,
2013,Afghanistan,02064900,- - Other,,
2013,Afghanistan,02068010,- - - Of sheep or goats,,
2013,Afghanistan,02071100,"- - Not cut in pieces, fresh or chilled",,
2013,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2013,Afghanistan,02071300,"- - Cuts and offal, fresh or chilled",,
2013,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2013,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2013,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2013,Afghanistan,02072600,"- - Cuts and offal, fresh or chilled",,
2013,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2013,Afghanistan,02074300,- - Fatty livers fresh or chilled,,
2013,Afghanistan,02074400,- - Other fresh or chilled,,
2013,Afghanistan,02074500,- - Other frozen,,
2013,Afghanistan,02075100,- - Not cut in pieces fresh or chilled,,
2013,Afghanistan,02075200,- - Not cut in pieces frozen,,
2013,Afghanistan,02089032,- - - - Frozen,,
2013,Afghanistan,02089099,- - - - Other,,
2013,Afghanistan,02101100,"- - Hams, shoulders and cuts thereof, with bone in",,
2013,Afghanistan,02101200,- - Bellies (streaky) and cuts thereof,,
2013,Afghanistan,02101900,- - Other,,
2013,Afghanistan,02102000,- Meat of bovine animals,,
2013,Afghanistan,02109900,- - Other,,
2014,Afghanistan,02011000,- Carcasses and half-carcasses,,
2014,Afghanistan,02012000,- Other cuts with bone in,,
2014,Afghanistan,02013000,- Boneless,,
2014,Afghanistan,02021000,- Carcasses and half-carcasses,,
2014,Afghanistan,02022000,- Other cuts with bone in,,
2014,Afghanistan,02023010,- - - Minced,,
2014,Afghanistan,02023090,- - - Other,,
2014,Afghanistan,02031200,"- - Hams, shoulders and cuts thereof, with bone in",,
2014,Afghanistan,02031900,- - Other,,
2014,Afghanistan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2014,Afghanistan,02032900,- - Other,,
2014,Afghanistan,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",,
2014,Afghanistan,02042200,- - Other cuts with bone in,,
2014,Afghanistan,02042300,- - Boneless,,
2014,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2014,Afghanistan,02044200,- - Other cuts with bone in,,
2014,Afghanistan,02044390,- - - Other,,
2014,Afghanistan,02045021,- - - - Fresh or chilled,,
2014,Afghanistan,02045022,- - - - Frozen,,
2014,Afghanistan,02045031,- - - - Fresh or chilled,,
2014,Afghanistan,02045032,- - - - Frozen,,
2014,Afghanistan,02068010,- - - Of sheep or goats,,
2014,Afghanistan,02071100,"- - Not cut in pieces, fresh or chilled",,
2014,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2014,Afghanistan,02071300,"- - Cuts and offal, fresh or chilled",,
2014,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2014,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2014,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2014,Afghanistan,02072600,"- - Cuts and offal, fresh or chilled",,
2014,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2014,Afghanistan,02074100,- - Not cut in pieces fresh or chilled,,
2014,Afghanistan,02074200,- - Not cut in pieces frozen,,
2014,Afghanistan,02074400,- - Other fresh or chilled,,
2014,Afghanistan,02074500,- - Other frozen,,
2014,Afghanistan,02075400,- - Other fresh or chilled,,
2014,Afghanistan,02075500,- - Other frozen,,
2014,Afghanistan,02089031,- - - - Fresh or chilled,,
2014,Afghanistan,02101100,"- - Hams, shoulders and cuts thereof, with bone in",,
2014,Afghanistan,02101200,- - Bellies (streaky) and cuts thereof,,
2014,Afghanistan,02101900,- - Other,,
2014,Afghanistan,02102000,- Meat of bovine animals,,
2015,Afghanistan,02012000,- Other cuts with bone in,,
2015,Afghanistan,02013000,- Boneless,,
2015,Afghanistan,02022000,- Other cuts with bone in,,
2015,Afghanistan,02023010,- - - Minced,,
2015,Afghanistan,02023090,- - - Other,,
2015,Afghanistan,02031200,"- - Hams, shoulders and cuts thereof, with bone in",,
2015,Afghanistan,02031900,- - Other,,
2015,Afghanistan,02032100,- - carcasses and half-carcasses,,
2015,Afghanistan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2015,Afghanistan,02032900,- - Other,,
2015,Afghanistan,02042100,- - carcasses and half-carcasses,,
2015,Afghanistan,02042200,- - Other cuts with bone in,,
2015,Afghanistan,02042300,- - Boneless,,
2015,Afghanistan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2015,Afghanistan,02044200,- - Other cuts with bone in,,
2015,Afghanistan,02044310,- - - Minced,,
2015,Afghanistan,02044390,- - - Other,,
2015,Afghanistan,02045022,- - - - Frozen,,
2015,Afghanistan,02045031,- - - - Fresh or chilled,,
2015,Afghanistan,02045032,- - - - Frozen,,
2015,Afghanistan,02062200,- - Livers,,
2015,Afghanistan,02064900,- - Other,,
2015,Afghanistan,02068010,- - - Of sheep or goats,,
2015,Afghanistan,02071100,"- - Not cut in pieces, fresh or chilled",,
2015,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2015,Afghanistan,02071300,"- - Cuts and offal, fresh or chilled",,
2015,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2015,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2015,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2015,Afghanistan,02072600,"- - Cuts and offal, fresh or chilled",,
2015,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2015,Afghanistan,02074100,- - Not cut in pieces fresh or chilled,,
2015,Afghanistan,02074200,- - Not cut in pieces frozen,,
2015,Afghanistan,02074400,- - Other fresh or chilled,,
2015,Afghanistan,02074500,- - Other frozen,,
2015,Afghanistan,02075100,- - Not cut in pieces fresh or chilled,,
2015,Afghanistan,02075200,- - Not cut in pieces frozen,,
2015,Afghanistan,02075400,- - Other fresh or chilled,,
2015,Afghanistan,02075500,- - Other frozen,,
2015,Afghanistan,02081010,- - - Fresh or chilled,,
2015,Afghanistan,02101100,"- - Hams, shoulders and cuts thereof, with bone in",,
2015,Afghanistan,02101900,- - Other,,
2016,Afghanistan,02012000,- Other cuts with bone in,,
2016,Afghanistan,02013000,- Boneless,,
2016,Afghanistan,02022000,- Other cuts with bone in,,
2016,Afghanistan,02023010,- - - Minced,,
2016,Afghanistan,02023090,- - - Other,,
2016,Afghanistan,02031200,"- - Hams, shoulders and cuts thereof, with bone in",,
2016,Afghanistan,02031900,- - Other,,
2016,Afghanistan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2016,Afghanistan,02032900,- - Other,,
2016,Afghanistan,02044100,- - Carcasses and half-carcasses,,
2016,Afghanistan,02044200,- - Other cuts with bone in,,
2016,Afghanistan,02045031,- - - - Fresh or chilled,,
2016,Afghanistan,02045032,- - - - Frozen,,
2016,Afghanistan,02061000,"- Of bovine animals, fresh or chilled",,
2016,Afghanistan,02071100,"- - Not cut in pieces, fresh or chilled",,
2016,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2016,Afghanistan,02071300,"- - Cuts and offal, fresh or chilled",,
2016,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2016,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2016,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2016,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2016,Afghanistan,02074200,- - Not cut in pieces frozen,,
2016,Afghanistan,02074400,- - Other fresh or chilled,,
2016,Afghanistan,02074500,- - Other frozen,,
2016,Afghanistan,02089032,- - - - Frozen,,
2016,Afghanistan,02109900,- - Other,,
2017,Afghanistan,02012000,- Other cuts with bone in,,
2017,Afghanistan,02013000,- Boneless,,
2017,Afghanistan,02022000,- Other cuts with bone in,,
2017,Afghanistan,02023010,- - - Minced,,
2017,Afghanistan,02023090,- - - Other,,
2017,Afghanistan,02031900,- - Other,,
2017,Afghanistan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2017,Afghanistan,02032900,- - Other,,
2017,Afghanistan,02042100,- - carcasses and half-carcasses,,
2017,Afghanistan,02042300,- - Boneless,,
2017,Afghanistan,02044200,- - Other cuts with bone in,,
2017,Afghanistan,02071100,"- - Not cut in pieces, fresh or chilled",,
2017,Afghanistan,02071200,"- - Not cut in pieces, frozen",,
2017,Afghanistan,02071300,"- - Cuts and offal, fresh or chilled",,
2017,Afghanistan,02071400,"- - Cuts and offal, frozen",,
2017,Afghanistan,02072400,"- - Not cut in pieces, fresh or chilled",,
2017,Afghanistan,02072500,"- - Not cut in pieces, frozen",,
2017,Afghanistan,02072700,"- - Cuts and offal, frozen",,
2017,Afghanistan,02074200,- - Not cut in pieces frozen,,
2017,Afghanistan,02101100,"- - Hams, shoulders and cuts thereof, with bone in",,
2017,Afghanistan,02102000,- Meat of bovine animals,,
2017,Afghanistan,02109900,- - Other,,
2009,Albania,02044310,- - - Minced,,
2009,Albania,02045032,- - - - Frozen,,
2012,Albania,02071400,"- - Cuts and offal, frozen",,
2009,Angola,02071200,"- - Not cut in pieces, frozen",,
2010,Angola,02071200,"- - Not cut in pieces, frozen",,
2013,Angola,02022000,- Other cuts with bone in,,
2013,Angola,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2013,Angola,02032900,- - Other,,
2013,Angola,02044100,- - Carcasses and half-carcasses,,
2013,Angola,02071200,"- - Not cut in pieces, frozen",,
2013,Angola,02071400,"- - Cuts and offal, frozen",,
2013,Angola,02101200,- - Bellies (streaky) and cuts thereof,,
2014,Angola,02011000,- Carcasses and half-carcasses,,
2011,Antigua and Barbuda,02071200,"- - Not cut in pieces, frozen",26390,173773
2015,Antigua and Barbuda,02071400,"- - Cuts and offal, frozen",21236,63817
2008,Azerbaijan,02013000,- Boneless,,
2008,Azerbaijan,02022000,- Other cuts with bone in,,
2008,Azerbaijan,02023010,- - - Minced,,
2008,Azerbaijan,02023090,- - - Other,,
2008,Azerbaijan,02031900,- - Other,,
2008,Azerbaijan,02032900,- - Other,,
2008,Azerbaijan,02042100,- - carcasses and half-carcasses,,
2008,Azerbaijan,02042300,- - Boneless,,
2008,Azerbaijan,02043000,"- Carcasses and half-carcasses of lambs, frozen",17374.3,216914.66
2008,Azerbaijan,02044310,- - - Minced,,
2008,Azerbaijan,02044390,- - - Other,,
2008,Azerbaijan,02045031,- - - - Fresh or chilled,,
2008,Azerbaijan,02045032,- - - - Frozen,,
2008,Azerbaijan,02071200,"- - Not cut in pieces, frozen",,
2008,Azerbaijan,02073300,"- - Not cut in pieces, frozen",,
2009,Azerbaijan,02021000,- Carcasses and half-carcasses,,
2009,Azerbaijan,02022000,- Other cuts with bone in,,
2009,Azerbaijan,02023010,- - - Minced,,
2009,Azerbaijan,02023090,- - - Other,,
2009,Azerbaijan,02043000,"- Carcasses and half-carcasses of lambs, frozen",,
2009,Azerbaijan,02044310,- - - Minced,,
2009,Azerbaijan,02044390,- - - Other,,
2009,Azerbaijan,02071200,"- - Not cut in pieces, frozen",,
2010,Azerbaijan,02013000,- Boneless,,
2010,Azerbaijan,02022000,- Other cuts with bone in,,
2010,Azerbaijan,02023010,- - - Minced,,
2010,Azerbaijan,02071200,"- - Not cut in pieces, frozen",,
2010,Azerbaijan,02072600,"- - Cuts and offal, fresh or chilled",,
2011,Azerbaijan,02013000,- Boneless,,
2011,Azerbaijan,02023090,- - - Other,,
2011,Azerbaijan,02032200,"- - Hams, shoulders and cuts thereof, with bone in",,
2011,Azerbaijan,02042300,- - Boneless,,
2011,Azerbaijan,02071300,"- - Cuts and offal, fresh or chilled",,
2011,Azerbaijan,02073300,"- - Not cut in pieces, frozen",,
2012,Azerbaijan,02012000,- Other cuts with bone in,,
2012,Azerbaijan,02013000,- Boneless,,
2012,Azerbaijan,02021000,- Carcasses and half-carcasses,,
2012,Azerbaijan,02022000,- Other cuts with bone in,,
2012,Azerbaijan,02023010,- - - Minced,,
2012,Azerbaijan,02023090,- - - Other,,
2012,Azerbaijan,02032900,- - Other,,
2012,Azerbaijan,02044200,- - Other cuts with bone in,,
2012,Azerbaijan,02045032,- - - - Frozen,,
2012,Azerbaijan,02071200,"- - Not cut in pieces, frozen",,
2012,Azerbaijan,02071300,"- - Cuts and offal, fresh or chilled",,
2012,Azerbaijan,02072500,"- - Not cut in pieces, frozen",,
2012,Azerbaijan,02076000,- of guinea fowls,,
2013,Azerbaijan,02012000,- Other cuts with bone in,,
2013,Azerbaijan,02013000,- Boneless,,
2013,Azerbaijan,02021000,- Carcasses and half-carcasses,,
2013,Azerbaijan,02022000,- Other cuts with bone in,,
2013,Azerbaijan,02023090,- - - Other,,
2013,Azerbaijan,02032900,- - Other,,
2013,Azerbaijan,02071300,"- - Cuts and offal, fresh or chilled",,
2014,Azerbaijan,02012000,- Other cuts with bone in,,
2014,Azerbaijan,02013000,- Boneless,,
2014,Azerbaijan,02022000,- Other cuts with bone in,,
2014,Azerbaijan,02023010,- - - Minced,,
2014,Azerbaijan,02023090,- - - Other,,
2014,Azerbaijan,02031900,- - Other,,
2014,Azerbaijan,02044200,- - Other cuts with bone in,,
2014,Azerbaijan,02071100,"- - Not cut in pieces, fresh or chilled",,
2014,Azerbaijan,02071300,"- - Cuts and offal, fresh or chilled",,
2014,Azerbaijan,02074500,- - Other frozen,,
2014,Azerbaijan,02102000,- Meat of bovine animals,,
2015,Azerbaijan,02012000,- Other cuts with bone in,,
2015,Azerbaijan,02013000,- Boneless,,
2015,Azerbaijan,02021000,- Carcasses and half-carcasses,,
2015,Azerbaijan,02022000,- Other cuts with bone in,,
2015,Azerbaijan,02023010,- - - Minced,,
2015,Azerbaijan,02023090,- - - Other,,
2015,Azerbaijan,02045021,- - - - Fresh or chilled,,
2015,Azerbaijan,02071300,"- - Cuts and offal, fresh or chilled",,
2015,Azerbaijan,02072500,"- - Not cut in pieces, frozen",,
2015,Azerbaijan,02074400,- - Other fresh or chilled,,
2016,Azerbaijan,02011000,- Carcasses and half-carcasses,,
2016,Azerbaijan,02013000,- Boneless,,
2016,Azerbaijan,02023090,- - - Other,,
2016,Azerbaijan,02042100,- - carcasses and half-carcasses,235,8224
2016,Azerbaijan,02042200,- - Other cuts with bone in,,
2016,Azerbaijan,02042300,- - Boneless,,
2017,Azerbaijan,02011000,- Carcasses and half-carcasses,8681,212920.72
2017,Azerbaijan,02012000,- Other cuts with bone in,10872,225592
2017,Azerbaijan,02013000,- Boneless,,
2017,Azerbaijan,02023090,- - - Other,,
2017,Azerbaijan,02031100,- - carcasses and half-carcasses,1356,29860
2017,Azerbaijan,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",69378.01,1018540.04
2017,Azerbaijan,02042100,- - carcasses and half-carcasses,4336,102771
2017,Azerbaijan,02042200,- - Other cuts with bone in,1284,22742
2017,Azerbaijan,02044200,- - Other cuts with bone in,,
2017,Azerbaijan,02044390,- - - Other,,
2017,Azerbaijan,02071300,"- - Cuts and offal, fresh or chilled",,
2017,Azerbaijan,02071400,"- - Cuts and offal, frozen",5,78.29
2017,Azerbaijan,02074100,- - Not cut in pieces fresh or chilled,,
2017,Azerbaijan,02074200,- - Not cut in pieces frozen,,
2017,Azerbaijan,02089032,- - - - Frozen,,
2017,Azerbaijan,02109900,- - Other,,
2008,Argentina,02013000,- Boneless,25607.05,1204143.59
2008,Argentina,02023090,- - - Other,29289,614112
2008,Argentina,02071200,"- - Not cut in pieces, frozen",3527265,23512208.73
2009,Argentina,02013000,- Boneless,15884.02,926964.09
2009,Argentina,02021000,- Carcasses and half-carcasses,1140,18230.29
2009,Argentina,02023090,- - - Other,24640,298932
2009,Argentina,02042100,- - carcasses and half-carcasses,2100,48820.78
2009,Argentina,02050090,- - - Other,28880,183937.94
2009,Argentina,02071200,"- - Not cut in pieces, frozen",4782831.9,26138499.23
2009,Argentina,02071400,"- - Cuts and offal, frozen",114512,578908.23
2009,Argentina,02072700,"- - Cuts and offal, frozen",28880,185275.79
2009,Argentina,02089099,- - - - Other,25780,134706.82
2009,Argentina,02090090,- - - Other,134014,843772.88
2010,Argentina,02012000,- Other cuts with bone in,1372,88789.98
2010,Argentina,02013000,- Boneless,11413.35,640825.55
2010,Argentina,02023090,- - - Other,26326,447293.66
2010,Argentina,02044200,- - Other cuts with bone in,98892,1327973.39
2010,Argentina,02071200,"- - Not cut in pieces, frozen",2015547.4,11139649.97
2010,Argentina,02071400,"- - Cuts and offal, frozen",1105743,5564459.24
2011,Argentina,02012000,- Other cuts with bone in,1390,109234.88
2011,Argentina,02013000,- Boneless,52665.85,2558273.92
2011,Argentina,02022000,- Other cuts with bone in,84029,1917807.665
2011,Argentina,02023090,- - - Other,29140,433377
2011,Argentina,02044100,- - Carcasses and half-carcasses,15536,265108
2011,Argentina,02050090,- - - Other,110820,834012.34
2011,Argentina,02071200,"- - Not cut in pieces, frozen",3302562,21949646.73
2011,Argentina,02071400,"- - Cuts and offal, frozen",521124.63,3764176.054
2012,Argentina,02012000,- Other cuts with bone in,350,25145.64
2012,Argentina,02013000,- Boneless,75295.99,3283242.07
2012,Argentina,02023090,- - - Other,27302,580059.22
2012,Argentina,02071200,"- - Not cut in pieces, frozen",4965441,29591116.6
2012,Argentina,02071400,"- - Cuts and offal, frozen",54460,329536.437
2013,Argentina,02011000,- Carcasses and half-carcasses,2765,147483.3
2013,Argentina,02012000,- Other cuts with bone in,21663.99,1167008.72
2013,Argentina,02013000,- Boneless,49233.49,2923098.03
2013,Argentina,02071200,"- - Not cut in pieces, frozen",2655433,17355294.28
2013,Argentina,02071400,"- - Cuts and offal, frozen",50709,317745.79
2014,Argentina,02012000,- Other cuts with bone in,66504,3405225.69
2014,Argentina,02013000,- Boneless,14996,957127.79
2014,Argentina,02023010,- - - Minced,500,42247.92
2014,Argentina,02023090,- - - Other,15032.3,182982.11
2014,Argentina,02044100,- - Carcasses and half-carcasses,14861,167334.18
2014,Argentina,02071200,"- - Not cut in pieces, frozen",3322998,19302960.09
2014,Argentina,02071400,"- - Cuts and offal, frozen",160466,589245
2014,Argentina,02075200,- - Not cut in pieces frozen,26480,170883.23
2015,Argentina,02012000,- Other cuts with bone in,57369.39,2458433.59
2015,Argentina,02013000,- Boneless,12197.84,533931.24
2015,Argentina,02023090,- - - Other,55206,892604.66
2015,Argentina,02071200,"- - Not cut in pieces, frozen",16430750,92935735.19
2015,Argentina,02071400,"- - Cuts and offal, frozen",455428,2453180.749
2016,Argentina,02011000,- Carcasses and half-carcasses,4268,166407.84
2016,Argentina,02012000,- Other cuts with bone in,61735.05,2248279.03
2016,Argentina,02013000,- Boneless,30635.99,1219319.68
2016,Argentina,02023090,- - - Other,22111,255165.47
2016,Argentina,02061000,"- Of bovine animals, fresh or chilled",20,649.88
2016,Argentina,02071200,"- - Not cut in pieces, frozen",8291335.005,42370726.37
2016,Argentina,02071400,"- - Cuts and offal, frozen",29160,115814.33
2017,Argentina,02012000,- Other cuts with bone in,19815.5,939070.32
2017,Argentina,02013000,- Boneless,26510,1743078.66
2017,Argentina,02022000,- Other cuts with bone in,266,10707.73
2017,Argentina,02023010,- - - Minced,115,3441.51
2017,Argentina,02023090,- - - Other,15664,264418.32
2017,Argentina,02061000,"- Of bovine animals, fresh or chilled",55,2545.99
2017,Argentina,02062900,- - Other,98.68,4122.39
2017,Argentina,02071100,"- - Not cut in pieces, fresh or chilled",26540,124960
2017,Argentina,02071200,"- - Not cut in pieces, frozen",6832986.001,31235233.18
2017,Argentina,02071400,"- - Cuts and offal, frozen",165472,423618.44
2017,Argentina,02075500,- - Other frozen,332,10000
2008,Australia,02011000,- Carcasses and half-carcasses,1300868,25992169.13
2008,Australia,02012000,- Other cuts with bone in,108165.16,3975027.31
2008,Australia,02013000,- Boneless,2406818.71,93111212.35
2008,Australia,02021000,- Carcasses and half-carcasses,206599,2590120.25
2008,Australia,02022000,- Other cuts with bone in,141540.6,2108139.08
2008,Australia,02023010,- - - Minced,11356.12,554977.11
2008,Australia,02023090,- - - Other,2317879.1,29205971.6
2008,Australia,02031100,- - carcasses and half-carcasses,72926,861908.19
2008,Australia,02031200,"- - Hams, shoulders and cuts thereof, with bone in",5145,165826.98
2008,Australia,02031900,- - Other,14.58,278.6
2008,Australia,02032900,- - Other,1450,120512.91
2008,Australia,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",4786848.76,90375707.09
2008,Australia,02042100,- - carcasses and half-carcasses,1033990.93,19352511.6
2008,Australia,02042200,- - Other cuts with bone in,1953160.93,39962092.64
2008,Australia,02042300,- - Boneless,195098.68,5430305.1
2008,Australia,02043000,"- Carcasses and half-carcasses of lambs, frozen",3635799.31,42335338.06
2008,Australia,02044100,- - Carcasses and half-carcasses,3127507.82,28349841.04
2008,Australia,02044200,- - Other cuts with bone in,6607712.036,68940044.71
2008,Australia,02044310,- - - Minced,21713,367099.81
2008,Australia,02044390,- - - Other,2490806.544,36061519.46
2008,Australia,02045011,- - - - Fresh or chilled,3821,76223
2008,Australia,02045012,- - - - Frozen,435916.7,2317920.29
2008,Australia,02045021,- - - - Fresh or chilled,1365,162460
2008,Australia,02045022,- - - - Frozen,139649.2,1521795.2
2008,Australia,02045031,- - - - Fresh or chilled,272,3710
2008,Australia,02045032,- - - - Frozen,240904,2907084.35
